fund,matched_fund,fund_confidence,form_d_firm_id,form_d_funds,cik_no_fund,form_adv_firm_id,form_adv_funds,crd_no_fund,firm_id
Fund Eq Ceh A Series Of Equidate Investments,Sh Fund I A Series Of Chris Golda Investments,0.9881685635221297,43317,Fund Eq Ceh A Series Of Equidate Investments,1752400.0,50135,Sh Fund I A Series Of Chris Golda Investments,304833,
Healthcor Offshore,Heathcor Partners Fund,0.9094512028747539,30070,Healthcor Offshore,1337958.0,55754,Heathcor Partners Fund,313836,
Merricks Capital Foo Feeder Fund,,1.0,57104,Merricks Capital Foo Feeder Fund,1653699.0,53912,,310188,
Chc Direct Investment Fund I,Direct Investment Fund,0.6189914357974287,62869,Chc Direct Investment Fund I,1733846.0,7587,Direct Investment Fund,174762,141957.0
Phoenix Msa Multifamily Dst,Cdk Multifamily I,0.9703634087591744,66237,Phoenix Msa Multifamily Dst,1791420.0,6537,Cdk Multifamily I,123939,
Gtxcel,,0.9999999999999999,61491,Gtxcel,1474099.0,53912,,310188,
Lemonada Media,,0.9999999999999999,80198,Lemonada Media,1808479.0,53912,,310188,
Warburg Pincus Financial Sector Ii E,,0.9999999999999998,115808,Warburg Pincus Financial Sector Ii E,1866626.0,53912,,310188,
Bridge City Veterinary Clinic Pc,,0.9999999999999999,88448,Bridge City Veterinary Clinic Pc,1815844.0,53912,,310188,
Birch Grove Credit Strategies Fund,,0.9999999999999999,35072,Birch Grove Credit Strategies Fund,1590732.0,53912,,310188,
Arix Technologies,Disruptive Technology Solutions Biotechnology,0.9140950736548977,90292,Arix Technologies,1742368.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Mackay Municipal Opportunities Allocation Fund A,Multi Alternative Opportunities Fund A,0.9725326124079009,46268,Mackay Municipal Opportunities Allocation Fund A,1769477.0,13253,Multi Alternative Opportunities Fund A,107105,246.0
Carillon Tower Series Hedge Fund Clarivest Microcap Market Neutral Series,Carillon Tower Series Hedge Fund Strategic Opportunities I,0.8560931009462559,59802,Carillon Tower Series Hedge Fund Clarivest Microcap Market Neutral Series,1651777.0,708,Carillon Tower Series Hedge Fund Strategic Opportunities I,174904,7225.0
Acuity Datastax,,0.9999999999999999,129361,Acuity Datastax,1887617.0,53912,,310188,
Lansdowne Developed Markets Fund,Lansdowne Developed Markets Long Only Master Fund Limited,0.6836516758166818,10900,Lansdowne Developed Markets Fund,1372153.0,2103,Lansdowne Developed Markets Long Only Master Fund Limited,172244,4883.0
Cd  Cs Concord Ma,,1.0,83714,Cd  Cs Concord Ma,1813746.0,53912,,310188,
North Star Partners, North Resource Partners Ii,0.8863781287675673,27680,North Star Partners,1007258.0,11998, North Resource Partners Ii,168741,13596.0
Molecule Onshore,Molecule Master,0.7616417841936479,109745,Molecule Onshore,1808840.0,54775,Molecule Master,308168,
Warrington Fund,,1.0,30225,Warrington Fund,1353282.0,53912,,310188,
Outpatient,,1.0,40701,Outpatient,1722364.0,53912,,310188,
Bailey Cavan Capital,Pey Capital,0.9068938926780085,46077,Bailey Cavan Capital,1769140.0,9783,Pey Capital,169974,8804.0
Jefferies Commodity Program Diversified I Fund,,0.9999999999999999,67282,Jefferies Commodity Program Diversified I Fund,1491793.0,53912,,310188,
Dreavent  A Series Of Dreavent Master,,1.0,148632,Dreavent  A Series Of Dreavent Master,1896983.0,53912,,310188,
Whereable Technologies,Disruptive Technology Solutions Biotechnology,0.9703570318111981,37219,Whereable Technologies,1653214.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Patient Square Equity Executives,Gi Partners Executive Fund V,0.9626772400214687,116766,Patient Square Equity Executives,1867591.0,4963,Gi Partners Executive Fund V,161573,
Moblty,,1.0,38113,Moblty,1674727.0,53912,,310188,
Bga Horizon Fund Zpe Series,Bga Horizon Fund Tpu Series,0.721595208255193,71153,Bga Horizon Fund Zpe Series,1763715.0,2545,Bga Horizon Fund Tpu Series,158508,
Camden Partners Strategic Fund Vi,Aigen Strategic Partner Fund,0.8542584693440171,68627,Camden Partners Strategic Fund Vi,1762024.0,48116,Aigen Strategic Partner Fund,297391,74008.0
Crestlight General Partner Fund I,General Partnership,0.9740765774996875,137865,Crestlight General Partner Fund I,1901201.0,60026,General Partnership,321178,
Eastbay Onshore Fund,,1.0,34736,Eastbay Onshore Fund,1578528.0,53912,,310188,
Tax Efficient Inflation Protection Strategy Ser D,Fulcrum Inflation Protection Strategy Master Fund,0.8160395958885187,55612,Tax Efficient Inflation Protection Strategy Ser D,1439860.0,6219,Fulcrum Inflation Protection Strategy Master Fund,137661,7053.0
Zca Private Investments Fund Iii Ai,Mfo Private Investments Iii,0.8916172171403548,162820,Zca Private Investments Fund Iii Ai,1935636.0,58639,Mfo Private Investments Iii,318001,
Oaktree High Yield Fund, High Yield Crypto,0.9225594687648403,27579,Oaktree High Yield Fund,945816.0,61561, High Yield Crypto,321914,
Equilibrium Stock Fund,,0.9999999999999998,31952,Equilibrium Stock Fund,1461536.0,53912,,310188,
Northern Trace Offshore Feeder Fund,One Dalton Offshore Feeder Fund,0.8984738705189907,85737,Northern Trace Offshore Feeder Fund,1739422.0,12398,One Dalton Offshore Feeder Fund,153777,
Acuta Ventures, Ventures,0.8550021373837389,35391,Acuta Ventures,1601194.0,60788, Ventures,322559,
X Esports Entertainment,,0.9999999999999999,116126,X Esports Entertainment,1866460.0,53912,,310188,
Prb Equity A,Corbin Equity Fund,0.8563473718691936,37136,Prb Equity A,1650985.0,17631,Corbin Equity Fund,173841,9361.0
Olesen Value Fund,,1.0,72856,Olesen Value Fund,1491567.0,53912,,310188,
Club Motorsports,,1.0,65675,Club Motorsports,1255733.0,53912,,310188,
Ra Fund I A Series Of Ault Krug Ventures,Fund I A Series Of Sancus Ventures,0.9976179650658692,50427,Ra Fund I A Series Of Ault Krug Ventures,1777140.0,60797,Fund I A Series Of Sancus Ventures,321680,
Pallet Labs,,1.0,137983,Pallet Labs,1875902.0,53912,,310188,
Mhc America Fund ,Whc Fund I,0.996819739256738,41617,Mhc America Fund ,1733933.0,57718,Whc Fund I,317079,
Aym Aggressive Value Fund L P,,0.9999999999999998,30490,Aym Aggressive Value Fund L P,1374048.0,53912,,310188,
Lsv Emerging Markets Equity Fund,Emerging Markets Equity Fund,0.6061613021902926,30109,Lsv Emerging Markets Equity Fund,1341434.0,790,Emerging Markets Equity Fund,170017,10985.0
Monteris Bc Holdings ,,1.0,60864,Monteris Bc Holdings ,1755277.0,53912,,310188,
Ovo Or Fund Spv,,1.0,110040,Ovo Or Fund Spv,1857669.0,53912,,310188,
 Capital Fund, Capital Fund I,0.3048260821598954,29124, Capital Fund,1213632.0,48944, Capital Fund I,300538,
Reflect Ventures Truckistan A Series Of Cgf,,1.0,172859,Reflect Ventures Truckistan A Series Of Cgf,1951314.0,53912,,310188,
Canyon Balanced Fund,,1.0,65835,Canyon Balanced Fund,1296469.0,53912,,310188,
Gough Relative Value Fund,Bluecove Solstice Relative Value Fund,0.8718936141764315,41523,Gough Relative Value Fund,1733233.0,4335,Bluecove Solstice Relative Value Fund,173794,
Zurich American Life Insurance,Zurich American Life Insurance Company,0.4423970075564091,58769,Zurich American Life Insurance,1167611.0,13253,Zurich American Life Insurance Company,107105,246.0
Evi Gaingels Fund I A Series Of Mv Funds,Hi Gaingels Fund I A Series Of Mv Funds,0.4862358360318024,163369,Evi Gaingels Fund I A Series Of Mv Funds,1937607.0,54213,Hi Gaingels Fund I A Series Of Mv Funds,311231,
Dakota Hoben,,0.9999999999999999,106466,Dakota Hoben,1845073.0,53912,,310188,
Pam  Fund,,1.0,71086,Pam  Fund,1616163.0,53912,,310188,
Esj Barrett Lllp,,1.0,48821,Esj Barrett Lllp,1774074.0,53912,,310188,
Salem X Fund,,1.0,31288,Salem X Fund,1429811.0,53912,,310188,
Cmwa Small Cap Fund,Sit Small Cap Fund,0.9073729986983378,29796,Cmwa Small Cap Fund,1310990.0,6043,Sit Small Cap Fund,108271,
Mission Value Global Fund,Arlington Global Value Fund,0.8287008373354156,62445,Mission Value Global Fund,1589401.0,4893,Arlington Global Value Fund,114428,3086.0
Jvm Multi Family Premier Fund Iv,,0.9999999999999998,80575,Jvm Multi Family Premier Fund Iv,1805158.0,53912,,310188,
Western Alternative Strategies Private Opportunities Ii Series,Western Asset Macro Opportunities Alternatives Fund,0.7835110612386631,88449,Western Alternative Strategies Private Opportunities Ii Series,1817018.0,12529,Western Asset Macro Opportunities Alternatives Fund,110441,3384.0
Marathon Loan Opportunities Fund,Pgim Senior Loan Opportunities Management Fund I,0.8917464126008746,58223,Marathon Loan Opportunities Fund,1587342.0,7609,Pgim Senior Loan Opportunities Management Fund I,105676,245.0
Cytogel Pharma,,1.0,32547,Cytogel Pharma,1491841.0,53912,,310188,
Il Villaggio At San Luis Obispo,,0.9999999999999999,38504,Il Villaggio At San Luis Obispo,1682820.0,53912,,310188,
Ak Gaingels Fund I A Series Of Noveus Capital Funds,Ve Gaingels Fund I A Series Of Mv Funds,0.8378405032464113,112902,Ak Gaingels Fund I A Series Of Noveus Capital Funds,1863793.0,54213,Ve Gaingels Fund I A Series Of Mv Funds,311231,
Hatch Holdings,Coin Capital Holdings,0.9767091036429643,40146,Hatch Holdings,1712789.0,45749,Coin Capital Holdings,289961,
Bpea Cayman V,,1.0,51173,Bpea Cayman V,1778531.0,53912,,310188,
Double Black Diamond,,1.0,28093,Double Black Diamond,1056352.0,53912,,310188,
Pecos Trail Commons,,1.0,54134,Pecos Trail Commons,1784237.0,53912,,310188,
Axiom International Opportunity Fund,Tcg International Opportunities Fund,0.8145821041764442,28244,Axiom International Opportunity Fund,1075652.0,11004,Tcg International Opportunities Fund,159289,9932.0
Guidepost Growth Equity Iii B,Guidepost Fic D,0.8875875854987705,67328,Guidepost Growth Equity Iii B,1793802.0,58858,Guidepost Fic D,318385,
Rh Iii Signal Hill,,1.0,103630,Rh Iii Signal Hill,1846050.0,53912,,310188,
Cheyenne Partners,,0.9999999999999999,31360,Cheyenne Partners,1434087.0,53912,,310188,
Emg Iron Ore Holdco,,1.0,48543,Emg Iron Ore Holdco,1773590.0,53912,,310188,
Eos Surfaces,Growth Interface Fund,0.966023322567192,33330,Eos Surfaces,1526626.0,46872,Growth Interface Fund,297844,20706.0
Ta Investors Iv,Tangiers Investors,0.7472114307068132,130020,Ta Investors Iv,1578035.0,37272,Tangiers Investors,142865,
Lexshares Marketplace Fund Ii,Lexshares Marketplace Fund Ii Qp,0.39404440113773326,87465,Lexshares Marketplace Fund Ii,1819837.0,29550,Lexshares Marketplace Fund Ii Qp,174510,
Gatemore Cement Partners,,1.0,151389,Gatemore Cement Partners,1917624.0,53912,,310188,
Caz Multi Strategy Offshore Fund,Verition Multi Strategy Fund,0.8711372106057366,29622,Caz Multi Strategy Offshore Fund,1295412.0,9758,Verition Multi Strategy Fund,160328,75584.0
Apogee Brewing Liability,,1.0,149448,Apogee Brewing Liability,1694260.0,53912,,310188,
Hcre ,,1.0,152357,Hcre ,1919387.0,53912,,310188,
Mawson Resources,Ca Resources Fund Us Tax Exempt Series X Resources,0.9596155281417418,36137,Mawson Resources,1622629.0,14261,Ca Resources Fund Us Tax Exempt Series X Resources,104942,4835.0
Aurarius Investment Group,,0.9999999999999999,100525,Aurarius Investment Group,1840949.0,53912,,310188,
Gene Solutions,Generation Im Climate Solutions Fund Us,0.7880741594678957,79501,Gene Solutions,1444477.0,10956,Generation Im Climate Solutions Fund Us,132728,
Pershing Square International,Pershing Square,0.6655288288208092,29941,Pershing Square International,1324919.0,9453,Pershing Square,132984,11929.0
Citizens B Holdings,Citizens Parking,0.9093974361924486,109887,Citizens B Holdings,1435720.0,17169,Citizens Parking,284659,
Korify Capital Investment Series  A Series Of Infinitas Delaware Feeder Fund,,1.0,148630,Korify Capital Investment Series  A Series Of Infinitas Delaware Feeder Fund,1895092.0,53912,,310188,
Pca Andalusian Partners Committed Onshore Series,,1.0,95483,Pca Andalusian Partners Committed Onshore Series,1831831.0,53912,,310188,
Aristides Fund Qp,,0.9999999999999999,35425,Aristides Fund Qp,1602063.0,53912,,310188,
Montierra Tx Investors,,1.0000000000000002,180750,Montierra Tx Investors,1963494.0,53912,,310188,
Sensydia,,0.9999999999999999,86733,Sensydia,1665933.0,53912,,310188,
Greentrail Private Opportunities I,Matrix Private Opportunities Fund I,0.7951647606652283,121655,Greentrail Private Opportunities I,1876365.0,3498,Matrix Private Opportunities Fund I,109873,
Activz Global,Entrust Global Activist Fund,0.9040771551726022,60089,Activz Global,1733736.0,9350,Entrust Global Activist Fund,107940,12422.0
Columna Capital Fund Iii Scsp,Revetas Capital Fund Iii B Scsp,0.9463182975663094,144883,Columna Capital Fund Iii Scsp,1899939.0,47196,Revetas Capital Fund Iii B Scsp,297373,
Kotak Infinity Fund,Infinity Capital Iii,0.9603712147419924,58214,Kotak Infinity Fund,1529558.0,34995,Infinity Capital Iii,114460,
Series  A Series Of Silicon Valley Ciso Investments,Si Fund I A Series Of Chris Golda Investments,0.9544760174360589,70121,Series  A Series Of Silicon Valley Ciso Investments,1798066.0,50135,Si Fund I A Series Of Chris Golda Investments,304833,
Nextiles,,1.0,157880,Nextiles,1929168.0,53912,,310188,
Nexpoint Buffalo Dst,,0.9999999999999999,153987,Nexpoint Buffalo Dst,1922296.0,53912,,310188,
Owl Rock Opportunistic Fund,Owl Rock Opportunistic Master Fund I,0.3649392694560167,86509,Owl Rock Opportunistic Fund,1817503.0,47128,Owl Rock Opportunistic Master Fund I,297506,
Global Access Master Spc,Global Access Fund Ii,0.7041593673959821,31049,Global Access Master Spc,1414428.0,8120,Global Access Fund Ii,168417,
Comstock Fund ,,0.9999999999999999,180740,Comstock Fund ,1963250.0,53912,,310188,
F Employee Participation Fund,Employee Core Fund Ii,0.8750266401318588,153908,F Employee Participation Fund,1901816.0,7587,Employee Core Fund Ii,174762,141957.0
Ceres Abingdon,,1.0,66814,Ceres Abingdon,1386164.0,53912,,310188,
Stone Harbor Global Funds Plc Stone Harbor Emerging Markets Debt Blend Portfolio,,1.0000000000000002,33273,Stone Harbor Global Funds Plc Stone Harbor Emerging Markets Debt Blend Portfolio,1524430.0,53912,,310188,
Strata Identity,,1.0,57019,Strata Identity,1786075.0,53912,,310188,
Renaissance Institutional Diversified Alpha Fund International,Cendana International,0.8759664027350238,35619,Renaissance Institutional Diversified Alpha Fund International,1607391.0,10949,Cendana International,165555,
Discovery Technology International,Disruptive Technology Solutions Biotechnology,0.861727363526572,32946,Discovery Technology International,1512094.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Gpc Income Partners Investment Swan,Verity Investment Partners,0.9549181473369794,171385,Gpc Income Partners Investment Swan,1948511.0,16013,Verity Investment Partners,137607,14335.0
Polymath Capital A,,0.9999999999999999,130284,Polymath Capital A,1889490.0,53912,,310188,
Uc Turtle Tree Labs,,0.9999999999999998,109549,Uc Turtle Tree Labs,1858024.0,53912,,310188,
Elliot Technologies,Disruptive Technology Solutions Biotechnology,0.8615725176771716,39965,Elliot Technologies,1710281.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Axium Infrastructure Na Iv,Axinfra Na Ii,0.8245915017048835,37948,Axium Infrastructure Na Iv,1671710.0,241,Axinfra Na Ii,168164,
Lgp Associates Viii A,Aurora Associates Vi,0.9194678565096979,92160,Lgp Associates Viii A,1822167.0,58696,Aurora Associates Vi,304605,
All Blue Investments North Star ,,0.9999999999999998,178974,All Blue Investments North Star ,1961000.0,53912,,310188,
Mkca Opportunity Fund,Di Opportunity Fund,0.9085335987200266,32035,Mkca Opportunity Fund,1465069.0,11998,Di Opportunity Fund,168741,13596.0
Milkrun,,1.0,82364,Milkrun,1766091.0,53912,,310188,
Mexsolar  Investment,,1.0,57682,Mexsolar  Investment,1786781.0,53912,,310188,
Georgetown Fund E,Georgetown Investment Offshore,0.757994099586888,54158,Georgetown Fund E,1226854.0,3615,Georgetown Investment Offshore,107738,259.0
Fund Fg Lrn A Series Of Forge Investments,Fo Fund I A Series Of Chris Golda Investments,0.932228390821811,43677,Fund Fg Lrn A Series Of Forge Investments,1758082.0,50135,Fo Fund I A Series Of Chris Golda Investments,304833,
Reset Investment Management Macro Opportunity Fund,Energy Investment Opportunities Master,0.9034280999692083,165433,Reset Investment Management Macro Opportunity Fund,1940041.0,3615,Energy Investment Opportunities Master,107738,259.0
Dhruva Fund,Luv,0.9524654056962109,137524,Dhruva Fund,1898420.0,8534,Luv,125239,
Oaktree Global Credit Plus Fund Parallel,,0.9999999999999999,145205,Oaktree Global Credit Plus Fund Parallel,1905533.0,53912,,310188,
House Fund Opportunities Iii,Talara Opportunities Iii,0.8834003498573944,133086,House Fund Opportunities Iii,1892544.0,9775,Talara Opportunities Iii,158866,4218.0
Coronation Common Contractual Fund Coronation Global Sustainable Equity Income Fund,Capital Group International Equity Common Trust Us,0.8862210344209014,68847,Coronation Common Contractual Fund Coronation Global Sustainable Equity Income Fund,1792813.0,790,Capital Group International Equity Common Trust Us,170017,10985.0
Seekops,,1.0,117495,Seekops,1744304.0,53912,,310188,
Altimeter Growth Cascade Fund,Shelter Growth Master Term Fund A,0.9894042642436244,80958,Altimeter Growth Cascade Fund,1809188.0,173,Shelter Growth Master Term Fund A,170685,
Bi Fund I A Series Of Chaos Ventures Syndicate,Fund I A Series Of Sancus Ventures,0.9223348778461616,150577,Bi Fund I A Series Of Chaos Ventures Syndicate,1917730.0,60797,Fund I A Series Of Sancus Ventures,321680,
Stryve Foods,,1.0,41246,Stryve Foods,1730312.0,53912,,310188,
Sycamore Tree Opportunistic Credit Fund,Sycamore Tree Opportunistic Credit Fund,1.8250120749944284e-08,98553,Sycamore Tree Opportunistic Credit Fund,1837436.0,55238,Sycamore Tree Opportunistic Credit Fund,311555,
Aqr Global Risk Premium Fund Iii,,1.0,56186,Aqr Global Risk Premium Fund Iii,1501136.0,53912,,310188,
Mercaris,,0.9999999999999999,80903,Mercaris,1619760.0,53912,,310188,
Avm Ranger Fund,,1.0000000000000002,33414,Avm Ranger Fund,1529647.0,53912,,310188,
Verte Capital, Capital Fund I,0.840547876163217,39673,Verte Capital,1706463.0,48944, Capital Fund I,300538,
Bridgewater Pure Alpha Major Markets Fund Iii,,0.9999999999999999,60085,Bridgewater Pure Alpha Major Markets Fund Iii,1717940.0,53912,,310188,
Bc Olympia,Waterfall Olympic Master Fund,0.9302114186246406,117764,Bc Olympia,1871451.0,6517,Waterfall Olympic Master Fund,137746,143209.0
Evergreen Ventures Income Fund Series A,Fund Ii A Series Of Verve Ventures,0.9355390706404308,121883,Evergreen Ventures Income Fund Series A,1857282.0,51748,Fund Ii A Series Of Verve Ventures,307177,
Fund  A Series Of Fanclub Sports Master,,1.0,138298,Fund  A Series Of Fanclub Sports Master,1895223.0,53912,,310188,
Clear Catheter Systems,,0.9999999999999998,31485,Clear Catheter Systems,1441046.0,53912,,310188,
